"name","group","Read BW demand","Read BW supply","Read BW % diff","Write BW demand","Write BW supply","Write BW % diff","Read Latency","Write Latency","Read Outstanding","Write Outstanding"
"core3_llc0_100_0","core3",19200,19166,-0.18,0,0,0.00,239,0,64,0
"core3_llc1_100_0","core3",19200,19164,-0.19,0,0,0.00,225,0,64,0
"core3_llc2_100_0","core3",19200,19166,-0.18,0,0,0.00,239,0,64,0
"core3_llc3_100_0","core3",19200,19169,-0.16,0,0,0.00,235,0,64,0
"videoin_llc0_100_0","videoin",19200,19159,-0.21,0,0,0.00,229,0,64,0
"videoin_llc1_100_0","videoin",19200,19157,-0.23,0,0,0.00,219,0,64,0
"videoin_llc2_100_0","videoin",19200,19157,-0.22,0,0,0.00,224,0,64,0
"videoin_llc3_100_0","videoin",19200,19161,-0.20,0,0,0.00,234,0,64,0
"videoout_llc0_100_0","videoout",19200,8545,-55.50,0,0,0.00,210,0,17,0
"videoout_llc1_100_0","videoout",19200,7762,-59.57,0,0,0.00,214,0,17,0
"videoout_llc2_100_0","videoout",19200,7158,-62.72,0,0,0.00,249,0,17,0
"videoout_llc3_100_0","videoout",19200,7864,-59.04,0,0,0.00,219,0,17,0
"vxd0_llc0_100_0","vxd0",25600,24727,-3.41,0,0,0.00,184,0,64,0
"vxd0_llc1_100_0","vxd0",25600,24804,-3.11,0,0,0.00,184,0,64,0
"vxd0_llc2_100_0","vxd0",25600,24732,-3.39,0,0,0.00,184,0,64,0
"vxd0_llc3_100_0","vxd0",25600,24774,-3.22,0,0,0.00,184,0,64,0
"vxd1_llc0_100_0","vxd1",25600,24790,-3.16,0,0,0.00,184,0,64,0
"vxd1_llc1_100_0","vxd1",25600,24764,-3.27,0,0,0.00,186,0,64,0
"vxd1_llc2_100_0","vxd1",25600,24772,-3.24,0,0,0.00,186,0,64,0
"vxd1_llc3_100_0","vxd1",25600,24775,-3.22,0,0,0.00,186,0,64,0
"vxe0_llc0_100_0","vxe0",19200,19166,-0.18,0,0,0.00,235,0,64,0
"vxe0_llc1_100_0","vxe0",19200,19164,-0.19,0,0,0.00,232,0,64,0
"vxe0_llc2_100_0","vxe0",19200,19162,-0.20,0,0,0.00,229,0,64,0
"vxe0_llc3_100_0","vxe0",19200,19155,-0.24,0,0,0.00,222,0,64,0
"vxe1_llc0_100_0","vxe1",19200,19156,-0.23,0,0,0.00,225,0,64,0
"vxe1_llc1_100_0","vxe1",19200,19161,-0.21,0,0,0.00,225,0,64,0
"vxe1_llc2_100_0","vxe1",19200,19164,-0.19,0,0,0.00,229,0,64,0
"vxe1_llc3_100_0","vxe1",19200,19166,-0.17,0,0,0.00,240,0,64,0
"vxe2_llc0_100_0","vxe2",9600,9582,-0.19,0,0,0.00,330,0,49,0
"vxe2_llc1_100_0","vxe2",9600,9580,-0.21,0,0,0.00,340,0,49,0
"vxe2_llc2_100_0","vxe2",9600,9580,-0.21,0,0,0.00,365,0,49,0
"vxe2_llc3_100_0","vxe2",9600,9577,-0.24,0,0,0.00,367,0,49,0
