ID,SentDate,report_type_id,ClickCount,DesktopClicks,DesktopOpens,Devices,EngagedReads,Ignored,Interactions,LinksClicked,LinksSent,Messages,MobileOpens,MobileClicks,MobileUnique,MultipleOpens,MultipleResponses,MultipleClicks,MultipleReads,NewOpens,NonUniqueClicks,NonUniqueOpens,Oof,OpenCount,OptOutCount,OptIns,ReadCount,ReadRate,Recipients,ReplyCount,Sent,Skimmed,UndeliverableCount,OpenRate,ReadsRate,ClickRate,AttentionRate,EffectiveRate,EngagementRate,UndeliverableRate,OofRate,OptOutRate,MultipleOpenRate,MultipleReadRate,ContentUtilization,EngagedReadRate,IgnoredRate,SkimmedRate,ForwardRate,ReplyRate,LeftOpen
30,2017-09-06T18:56:14.0200000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2017-09-06T18:57:29.1200000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2017-09-06T18:57:29.1500000+00:00,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2017-09-06T18:57:29.1700000+00:00,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2017-09-06T18:57:59.2030000+00:00,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0
35,2017-09-06T18:58:44.2530000+00:00,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2017-09-06T19:02:59.5400000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2017-09-06T19:16:30.3670000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2017-10-06T20:29:24.1900000+00:00,1,1,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0
39,2017-10-11T15:51:15.9770000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2017-10-12T08:57:21.4770000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2018-04-19T22:00:09.3130000+00:00,6,7,0,16,29,13,9,0,7,56,51,9,7,9,13,0,4,13,0,13,78,0,23,0,0,14,0,1818,0,1,77,0,0,0,2987,0,0,0909,0,1818,0,0,6315,0,0,0,0,1688,0,1688,0,125,0,1688,-0,1169,0,0,0,013,12
43,2017-10-26T01:46:08.2170000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2018-04-19T16:00:08.7870000+00:00,6,0,0,3,3,2,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,1579,0,0,22,0,3,0,1579,0,0,0,1579,0,1,0,1364,0,0,0,0,1579,0,0,1053,0,0,0,0,3
44,2017-10-26T01:46:08.3100000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2018-04-19T21:05:40.9730000+00:00,6,0,0,4,7,2,1,0,0,7,5,3,0,3,2,0,0,2,0,0,23,0,3,0,0,2,0,2222,0,0,9,0,0,0,3333,0,0,0,2222,0,1,0,0,0,0,2222,0,2222,0,0,2222,-0,1111,0,0,0,2
45,2017-10-26T04:01:00.7930000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2017-10-26T15:30:05.3170000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2017-10-27T03:59:03.6300000+00:00,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
48,2017-10-25T16:26:04.6100000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2018-04-23T15:25:52.0100000+00:00,6,0,0,9,11,4,1,0,0,29,31,0,0,0,3,0,0,4,0,0,37,0,8,0,0,5,0,1515,0,0,33,2,0,0,2424,0,0,0,2121,0,0,6044,0,0,0,0,0909,0,1212,0,0,1212,-0,0303,0,0606,0,0,4
49,2017-10-25T16:41:21.5300000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2017-10-25T16:44:36.7600000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1/1/1900 12:00:00 AM +00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2017-10-25T17:29:54.3500000+00:00,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2017-10-25T18:01:41.2630000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2017-10-31T14:51:19.3970000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2017-10-31T15:06:36.4130000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2018-04-19T21:05:40.9730000+00:00,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2017-11-01T09:16:23.8230000+00:00,1,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,5,0,0,2,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,-0,5,0,0,0,1
57,2018-04-19T20:56:36.6400000+00:00,2,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5,0,0,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,0,5,0,0,5,0,0,0,0,1
57,2017-11-01T09:16:39.7800000+00:00,1,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3984,0,0,0,0,0,0,0,-1,0,0,0,0
58,2018-04-20T12:19:53.1870000+00:00,2,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1,0,0,1,0,5,0,0,3,0,1,0,5,0,0,0,5,0,1,0,3333,0,0,0,5,0,5,0,0,5,0,0,0,0,1
58,1/1/1900 12:00:00 AM +00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2017-11-01T09:16:54.8300000+00:00,1,0,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,5,0,0,5923,0,0,0,0,5,0,0,0,-0,5,0,5,0,0,0
59,2017-11-01T09:17:56.0530000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1/1/1900 12:00:00 AM +00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2017-11-01T09:18:06.8500000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2017-11-01T09:18:16.0500000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2018-02-14T18:59:21.9570000+00:00,6,0,0,34,40,25,0,0,0,0,6,0,0,0,25,0,0,18,0,0,366,1,28,0,0,26,0,7879,0,2,33,2,0,0,8485,0,0,0,8485,0,0,8785,0,0,0303,0,0,7576,0,5455,0,0,7576,0,0,0606,0,0,0606,17
62,2017-11-01T09:33:40.8000000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2018-04-18T04:01:05.8400000+00:00,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2017-11-01T14:09:26.8230000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2017-11-02T08:12:28.2130000+00:00,1,0,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,1,0,0,1,0,5,0,0,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,5,0,5,0,0,5,0,0,0,0,1
65,1/1/1900 12:00:00 AM +00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2017-11-02T09:18:23.9170000+00:00,1,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-0,5,0,0,0,0
66,2017-11-02T11:13:23.7370000+00:00,1,0,0,7,6,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,13,0,1,0,0,1,0,5,0,0,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,5,0,0,0,5,0,0,0,5,0,1
67,2017-11-02T11:14:09.7970000+00:00,1,0,0,6,5,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,12,0,1,0,0,1,0,5,0,0,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,5,0,0,0,5,0,0,0,5,0,1
68,2017-11-02T11:14:54.8770000+00:00,1,0,0,2,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,5,0,0,0926,0,0,0,0,5,0,0,0,-0,5,0,5,0,0,0
69,2017-11-02T11:15:28.6230000+00:00,1,0,0,7,5,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,13,0,1,0,0,1,0,5,0,0,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,5,0,0,0,5,0,0,0,5,0,1
70,2017-11-02T11:16:10.5400000+00:00,1,0,0,7,6,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,13,0,1,0,0,1,0,5,0,0,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,5,0,5,0,0,5,0,0,0,5,0,1
71,2017-11-02T11:16:52.4570000+00:00,1,0,0,2,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,5,0,0,2313,0,0,0,0,5,0,0,0,-0,5,0,5,0,0,0
72,2017-11-02T11:22:10.3170000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2017-11-02T11:23:25.4000000+00:00,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1111,0,0,9,0,0,0,1111,0,0,0,1111,0,1,0,0,0,0,0,0,0,1111,0,0,0,0,1
74,2017-11-02T15:13:22.9600000+00:00,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75,2017-11-02T16:09:27.2930000+00:00,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,5,0,0,0,5,0,0,7214,0,0,0,0,0,0,0,0,0,5,0,0,0
76,2017-11-02T16:21:21.3600000+00:00,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-0,5,0,0,0,0
77,2017-11-02T16:26:14.4700000+00:00,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,125,0,0,0,0,0,4836,0,0,0,0,0,0,0,-0,125,0,0,0,0
78,2017-11-02T16:31:44.8830000+00:00,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2017-11-02T16:32:45.0800000+00:00,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2017-11-02T16:33:46.2900000+00:00,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2017-11-03T06:09:45.7400000+00:00,1,0,0,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,2,0,0,2,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,2
82,2017-11-03T06:10:46.8130000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2017-11-03T06:14:17.0430000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2017-11-03T06:43:37.7530000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2017-11-03T06:44:15.8900000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2017-11-03T06:44:59.3100000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2017-11-03T11:47:38.2100000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2017-11-03T11:56:45.8000000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2017-11-03T12:02:51.2770000+00:00,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,5,0,1,2,0,0,0,5,0,0,0,5,0,1,0,0,5,0,0,0,0,0,5,0,0,0,0,5,1
90,2017-11-03T12:04:36.4030000+00:00,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,5,0,1,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,1
91,2017-11-03T12:05:06.4500000+00:00,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0,1,0,0,1,0,5,0,1,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,5,0,5,0,0,0,0,0,0,5,1
92,2017-11-03T12:06:28.3100000+00:00,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,1,0,0,1,0,5,0,1,2,0,0,0,5,0,0,0,5,0,1,0,0,5,0,0,5,0,0,0,5,0,0,0,0,5,1
93,2017-11-03T12:07:05.3730000+00:00,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,5,0,1,2,0,0,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1
94,2017-11-03T12:07:39.4170000+00:00,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,1,2,1,0,0,5,0,0,0,5,0,1,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0
95,2017-11-03T14:23:06.0930000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2017-11-03T15:03:22.9770000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2017-11-03T15:20:09.4470000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2017-11-06T09:45:22.0400000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2017-11-06T12:56:17.4200000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2017-11-06T12:56:47.5630000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2017-11-06T12:57:17.6570000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2017-11-06T12:58:00.3000000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2017-11-06T12:58:21.8430000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2017-11-06T13:04:25.8030000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2017-11-07T09:20:09.0730000+00:00,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0695,0,0,0,0,0,0,0,0,1,0,0,0
106,2017-11-08T11:20:22.2270000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2017-11-08T11:21:08.2730000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2017-11-09T06:07:17.9970000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2017-11-09T06:11:10.0100000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2017-11-09T06:20:17.1400000+00:00,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
112,2017-12-21T14:18:40.8730000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2017-12-18T11:36:28.2730000+00:00,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
114,2017-12-21T14:18:40.8930000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2017-12-20T11:05:04.1830000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2017-12-20T11:05:20.2470000+00:00,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2017-12-20T11:05:35.5400000+00:00,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2017-12-20T11:05:50.9500000+00:00,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2017-12-20T11:06:08.6230000+00:00,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2017-12-20T11:06:27.1700000+00:00,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2017-12-20T11:06:53.3570000+00:00,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2017-12-20T11:07:07.7030000+00:00,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2017-12-20T11:07:22.6430000+00:00,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2017-12-20T11:07:33.7200000+00:00,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2017-12-20T11:27:53.8800000+00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2017-12-20T11:28:28.1600000+00:00,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2017-12-20T11:28:45.3800000+00:00,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
