Date,P1,P2,P3,P4,P5
04/01/1999,5864.10,4.04441E+12,4.04441E+12,689690000,689690000
05/01/1999,5928.15,6.12733E+12,1.01717E+13,1723289000,1723289000
06/01/1999,6063.15,5.48017E+12,1.56519E+13,2627137000,2627137000
07/01/1999,6098.10,3.96452E+12,1.96164E+13,3277261000,3277261000
08/01/1999,6155.20,3.44452E+12,2.3061E+13,3836873000,3836873000
11/01/1999,6124.90,2.51205E+12,2.5573E+13,4247010000,3426736000
12/01/1999,6082.40,3.43664E+12,2.90096E+13,4812023000,2861723000
13/01/1999,5865.35,3.63611E+12,3.26457E+13,5431953000,2241793000
14/01/1999,5868.25,4.19188E+12,3.68376E+13,6146286000,2956126000
15/01/1999,5838.90,3.41556E+12,4.02532E+13,6731252000,2371160000
18/01/1999,6068.55,3.76159E+12,4.40148E+13,7351102000,2991010000
19/01/1999,6077.55,3.67711E+12,4.76919E+13,7956133000,3596041000
20/01/1999,6088.95,4.39035E+12,5.20822E+13,8677168000,4317076000
21/01/1999,6073.25,4.17145E+12,5.62537E+13,9364025000,3630219000
22/01/1999,5903.55,3.45826E+12,5.97119E+13,9949818000,3044426000
25/01/1999,5827.55,2.22421E+12,6.19361E+13,10331489000,2662755000
26/01/1999,5875.35,2.97029E+12,6.49064E+13,10837040000,3168306000
27/01/1999,5924.40,3.64312E+12,6.85496E+13,11451975000,3783241000
28/01/1999,5900.50,4.01194E+12,7.25615E+13,12131907000,3103309000
29/01/1999,5886.85,3.61549E+12,7.6177E+13,12746070000,2489146000
01/02/1999,5985.35,3.50769E+12,7.96847E+13,13332116000,3075192000
02/02/1999,5973.50,3.35213E+12,8.30368E+13,13893282000,2514026000
03/02/1999,5985.50,3.73988E+12,8.67767E+13,14518105000,3138849000
04/02/1999,5983.10,3.68009E+12,9.04568E+13,15133185000,2523769000
05/02/1999,5894.60,3.09056E+12,9.35473E+13,15657489000,1999465000
08/02/1999,5828.50,2.56759E+12,9.61149E+13,16098012000,1558942000
09/02/1999,5812.30,2.96595E+12,9.90809E+13,16608301000,1048653000
10/02/1999,5738.65,3.08213E+12,1.02163E+14,17145384000,511570000
11/02/1999,5840.40,4.00532E+12,1.06168E+14,17831180000,1197366000
12/02/1999,5956.35,4.02327E+12,1.10192E+14,18506639000,1872825000
15/02/1999,5978.60,2.11988E+12,1.12311E+14,18861217000,2227403000
16/02/1999,6087.90,3.55051E+12,1.15862E+14,19444425000,2810611000
17/02/1999,6076.30,3.22291E+12,1.19085E+14,19974832000,2280204000
18/02/1999,6062.45,3.26705E+12,1.22352E+14,20513731000,1741305000
19/02/1999,6037.95,2.73854E+12,1.2509E+14,20967286000,1287750000
22/02/1999,6037.85,2.83275E+12,1.27923E+14,21436452000,818584000
23/02/1999,6148.55,3.08815E+12,1.31011E+14,21938709000,1320841000
24/02/1999,6231.70,3.70117E+12,1.34713E+14,22532635000,1914767000
25/02/1999,6256.60,4.3043E+12,1.39017E+14,23220597000,2602729000
26/02/1999,6189.65,3.23914E+12,1.42256E+14,23743913000,2079413000
01/03/1999,6108.95,2.85347E+12,1.45109E+14,24211009000,1612317000
02/03/1999,6061.55,2.74288E+12,1.47852E+14,24663514000,1159812000
03/03/1999,6077.95,3.10101E+12,1.50953E+14,25173721000,1670019000
04/03/1999,6069.65,3.6266E+12,1.5458E+14,25771218000,1072522000
05/03/1999,6182.90,3.55418E+12,1.58134E+14,26346059000,1647363000
08/03/1999,6204.55,2.69194E+12,1.60826E+14,26779925000,2081229000
09/03/1999,6242.10,3.13004E+12,1.63956E+14,27281365000,2582669000
10/03/1999,6205.35,3.6134E+12,1.6757E+14,27863669000,2000365000
11/03/1999,6300.75,4.4559E+12,1.72025E+14,28570871000,2707567000
12/03/1999,6319.10,3.74714E+12,1.75773E+14,29163858000,3300554000
15/03/1999,6220.10,6.34746E+12,1.8212E+14,30184333000,2280079000
16/03/1999,6225.40,3.29797E+12,1.85418E+14,30714094000,2809840000
17/03/1999,6152.10,3.19584E+12,1.88614E+14,31233566000,2290368000
18/03/1999,6118.15,3.57638E+12,1.9219E+14,31818118000,1705816000
19/03/1999,6173.40,3.97258E+12,1.96163E+14,32461618000,2349316000
22/03/1999,6164.50,2.91913E+12,1.99082E+14,32935156000,1875778000
23/03/1999,6086.65,3.12264E+12,2.02205E+14,33448187000,1362747000
24/03/1999,6006.60,3.99571E+12,2.062E+14,34113407000,697527000
25/03/1999,6060.15,4.00155E+12,2.10202E+14,34773713000,1357833000
26/03/1999,6100.45,4.21776E+12,2.1442E+14,35465098000,2049218000
29/03/1999,6196.05,2.71539E+12,2.17135E+14,35903344000,2487464000
30/03/1999,6258.20,3.81653E+12,2.20952E+14,36513189000,3097309000
31/03/1999,6307.85,3.08774E+12,2.24039E+14,37002697000,3586817000
01/04/1999,6339.90,3.35972E+12,2.27399E+14,37532630000,4116750000
06/04/1999,6405.55,3.2902E+12,2.30689E+14,38046279000,4630399000
07/04/1999,6459.00,3.46164E+12,2.34151E+14,38582219000,5166339000
08/04/1999,6447.45,3.04935E+12,2.372E+14,39055173000,4693385000
09/04/1999,6464.30,3.41094E+12,2.40611E+14,39582831000,5221043000
12/04/1999,6420.50,2.95949E+12,2.43571E+14,40043775000,4760099000
13/04/1999,6491.55,3.54495E+12,2.47116E+14,40589862000,5306186000
14/04/1999,6501.75,4.12095E+12,2.51237E+14,41223683000,5940007000
15/04/1999,6480.45,4.08684E+12,2.55323E+14,41854324000,5309366000
16/04/1999,6462.00,5.61793E+12,2.60941E+14,42723704000,4439986000
19/04/1999,6464.95,3.37801E+12,2.64319E+14,43246215000,4962497000
20/04/1999,6363.45,3.94664E+12,2.68266E+14,43866419000,4342293000
21/04/1999,6313.55,4.2509E+12,2.72517E+14,44539717000,3668995000
22/04/1999,6409.65,4.32831E+12,2.76845E+14,45214997000,4344275000
23/04/1999,6444.00,3.02662E+12,2.79872E+14,45684677000,4813955000
26/04/1999,6478.40,3.00175E+12,2.82873E+14,46148024000,5277302000
27/04/1999,6579.35,3.49741E+12,2.86371E+14,46679598000,5808876000
28/04/1999,6595.40,3.87498E+12,2.90246E+14,47267126000,6396404000
29/04/1999,6542.80,3.55612E+12,2.93802E+14,47810642000,5852888000
30/04/1999,6552.75,3.40608E+12,2.97208E+14,48330436000,6372682000
04/05/1999,6589.75,3.8127E+12,3.01021E+14,48909017000,6951263000
05/05/1999,6464.55,3.33869E+12,3.04359E+14,49425479000,6434801000
06/05/1999,6418.75,4.34153E+12,3.08701E+14,50101862000,5758418000
07/05/1999,6373.90,3.57745E+12,3.12278E+14,50663128000,5197152000
10/05/1999,6335.35,2.7856E+12,3.15064E+14,51102820000,4757460000
11/05/1999,6370.05,3.72649E+12,3.18791E+14,51687822000,5342462000
12/05/1999,6336.35,3.69073E+12,3.22481E+14,52270291000,4759993000
13/05/1999,6409.30,3.05949E+12,3.25541E+14,52747643000,5237345000
14/05/1999,6363.45,3.27765E+12,3.28818E+14,53262717000,4722271000
17/05/1999,6222.95,2.56613E+12,3.31385E+14,53675082000,4309906000
18/05/1999,6186.65,3.45918E+12,3.34844E+14,54234218000,3750770000
19/05/1999,6230.60,4.57765E+12,3.39421E+14,54968923000,4485475000
20/05/1999,6328.20,3.97521E+12,3.43397E+14,55597097000,5113649000
21/05/1999,6368.50,3.0385E+12,3.46435E+14,56074211000,5590763000
24/05/1999,6392.20,2.36217E+12,3.48797E+14,56443750000,5960302000
25/05/1999,6232.80,4.23597E+12,3.53033E+14,57123375000,5280677000
26/05/1999,6235.05,3.5702E+12,3.56603E+14,57695976000,5853278000
27/05/1999,6217.50,3.44334E+12,3.60047E+14,58249790000,5299464000
28/05/1999,6169.60,2.98747E+12,3.63034E+14,58734014000,4815240000
01/06/1999,6290.90,3.19612E+12,3.6623E+14,59242069000,5323295000
02/06/1999,6278.45,3.02743E+12,3.69258E+14,59724263000,4841101000
03/06/1999,6330.95,2.43681E+12,3.71695E+14,60109168000,5226006000
04/06/1999,6319.95,2.33488E+12,3.74029E+14,60478614000,4856560000
07/06/1999,6403.20,2.67813E+12,3.76708E+14,60896862000,5274808000
08/06/1999,6438.45,2.75958E+12,3.79467E+14,61325472000,5703418000
09/06/1999,6445.55,2.89013E+12,3.82357E+14,61773864000,6151810000
10/06/1999,6425.45,3.26219E+12,3.8562E+14,62281562000,5644112000
11/06/1999,6453.95,2.77324E+12,3.88393E+14,62711258000,6073808000
14/06/1999,6448.70,5.92703E+12,3.9432E+14,63630362000,5154704000
15/06/1999,6427.60,3.54168E+12,3.97861E+14,64181374000,4603692000
16/06/1999,6483.05,3.86761E+12,4.01729E+14,64777947000,5200265000
17/06/1999,6506.95,3.0345E+12,4.04764E+14,65244295000,5666613000
18/06/1999,6551.00,3.80671E+12,4.0857E+14,65825383000,6247701000
21/06/1999,6582.70,3.52107E+12,4.12091E+14,66360281000,6782599000
22/06/1999,6542.35,3.09746E+12,4.15189E+14,66833729000,6309151000
23/06/1999,6514.60,4.49925E+12,4.19688E+14,67524370000,5618510000
24/06/1999,6459.50,4.26666E+12,4.23955E+14,68184895000,4957985000
25/06/1999,6412.90,3.18905E+12,4.27144E+14,68682182000,4460698000
28/06/1999,6413.50,2.51798E+12,4.29662E+14,69074789000,4853305000
29/06/1999,6366.05,4.39837E+12,4.3406E+14,69765699000,4162395000
30/06/1999,6329.75,3.90084E+12,4.37961E+14,70381970000,3546124000
01/07/1999,6430.55,4.49447E+12,4.42455E+14,71080895000,4245049000
02/07/1999,6490.65,3.38521E+12,4.45841E+14,71602447000,4766601000
05/07/1999,6561.45,3.82715E+12,4.49668E+14,72185725000,5349879000
06/07/1999,6582.35,3.18885E+12,4.52857E+14,72670179000,5834333000
07/07/1999,6596.05,3.95935E+12,4.56816E+14,73270439000,6434593000
08/07/1999,6584.80,3.97908E+12,4.60795E+14,73874721000,5830311000
09/07/1999,6561.95,3.33694E+12,4.64132E+14,74383249000,5321783000
12/07/1999,6583.95,3.71705E+12,4.67849E+14,74947811000,5886345000
13/07/1999,6495.65,3.20386E+12,4.71053E+14,75441043000,5393113000
14/07/1999,6494.90,3.80678E+12,4.7486E+14,76027162000,4806994000
15/07/1999,6527.00,3.57432E+12,4.78434E+14,76574783000,5354615000
16/07/1999,6568.20,3.03358E+12,4.81468E+14,77036642000,5816474000
19/07/1999,6549.30,2.4996E+12,4.83967E+14,77418301000,5434815000
20/07/1999,6431.70,3.71466E+12,4.87682E+14,77995856000,4857260000
21/07/1999,6342.20,3.71516E+12,4.91397E+14,78581640000,4271476000
22/07/1999,6314.15,3.60448E+12,4.95002E+14,79152497000,3700619000
23/07/1999,6252.30,3.31384E+12,4.98315E+14,79682516000,3170600000
26/07/1999,6158.00,2.81456E+12,5.0113E+14,80139573000,2713543000
27/07/1999,6236.55,2.97276E+12,5.04103E+14,80616240000,3190210000
28/07/1999,6287.10,3.51067E+12,5.07613E+14,81174632000,3748602000
29/07/1999,6187.55,3.36821E+12,5.10982E+14,81718985000,3204249000
30/07/1999,6187.40,3.35233E+12,5.14334E+14,82260785000,2662449000
02/08/1999,6229.30,2.54752E+12,5.16881E+14,82669742000,3071406000
03/08/1999,6259.10,3.51559E+12,5.20397E+14,83231418000,3633082000
04/08/1999,6250.85,3.06273E+12,5.2346E+14,83721388000,3143112000
05/08/1999,6138.45,3.66385E+12,5.27124E+14,84318257000,2546243000
06/08/1999,6139.05,2.90291E+12,5.30026E+14,84791117000,3019103000
09/08/1999,6138.50,2.36225E+12,5.32389E+14,85175942000,2634278000
10/08/1999,6051.55,3.34655E+12,5.35735E+14,85728949000,2081271000
11/08/1999,6014.55,2.855E+12,5.3859E+14,86203631000,1606589000
12/08/1999,6099.25,3.12705E+12,5.41717E+14,86716326000,2119284000
13/08/1999,6181.70,3.56208E+12,5.45279E+14,87292556000,2695514000
16/08/1999,6235.40,2.27117E+12,5.47551E+14,87656794000,3059752000
17/08/1999,6203.35,2.86121E+12,5.50412E+14,88118031000,2598515000
18/08/1999,6196.80,3.17641E+12,5.53588E+14,88630619000,2085927000
19/08/1999,6161.05,3.19152E+12,5.5678E+14,89148634000,1567912000
20/08/1999,6158.80,2.38422E+12,5.59164E+14,89535758000,1180788000
23/08/1999,6257.85,2.82327E+12,5.61987E+14,89986915000,1631945000
24/08/1999,6310.10,2.71038E+12,5.64698E+14,90416445000,2061475000
25/08/1999,6372.75,3.53382E+12,5.68231E+14,90970965000,2615995000
26/08/1999,6397.95,3.31407E+12,5.71545E+14,91488954000,3133984000
27/08/1999,6381.70,2.49271E+12,5.74038E+14,91879557000,2743381000
31/08/1999,6298.60,2.76054E+12,5.76799E+14,92317835000,2305103000
01/09/1999,6243.65,3.09078E+12,5.79889E+14,92812863000,1810075000
02/09/1999,6222.80,3.24741E+12,5.83137E+14,93334720000,1288218000
03/09/1999,6274.85,3.10587E+12,5.86243E+14,93829691000,1783189000
06/09/1999,6369.90,2.13459E+12,5.88377E+14,94164797000,2118295000
07/09/1999,6342.05,2.79459E+12,5.91172E+14,94605441000,1677651000
08/09/1999,6237.40,2.98874E+12,5.94161E+14,95084606000,1198486000
09/09/1999,6256.75,2.90316E+12,5.97064E+14,95548610000,1662490000
10/09/1999,6245.70,2.98764E+12,6.00051E+14,96026962000,1184138000
13/09/1999,6179.65,2.49244E+12,6.02544E+14,96430293000,780807000
14/09/1999,6177.90,2.89879E+12,6.05443E+14,96899513000,311587000
15/09/1999,6081.00,3.79793E+12,6.09241E+14,97524070000,-312970000
16/09/1999,6046.00,3.13736E+12,6.12378E+14,98042985000,-831885000
17/09/1999,6037.20,3.32314E+12,6.15701E+14,98593429000,-1382329000
20/09/1999,6062.50,2.8938E+12,6.18595E+14,99070757000,-905001000
21/09/1999,6011.80,4.08448E+12,6.22679E+14,99750168000,-1584412000
22/09/1999,5917.05,3.86266E+12,6.26542E+14,1.00403E+11,-2237213000
23/09/1999,5966.15,4.40687E+12,6.30949E+14,1.01142E+11,-1498567000
24/09/1999,5945.25,5.56861E+12,6.36518E+14,1.02078E+11,-2435215000
27/09/1999,6012.65,3.51985E+12,6.40037E+14,1.02664E+11,-1849807000
28/09/1999,6042.70,3.09186E+12,6.43129E+14,1.03175E+11,-1338139000
29/09/1999,6009.35,2.75951E+12,6.45889E+14,1.03635E+11,-1797342000
30/09/1999,6003.05,2.75282E+12,6.48642E+14,1.04093E+11,-2255912000
01/10/1999,6010.05,3.42073E+12,6.52062E+14,1.04662E+11,-1686744000
04/10/1999,6012.25,2.68075E+12,6.54743E+14,1.05108E+11,-1240862000
05/10/1999,6071.30,3.13054E+12,6.57874E+14,1.05624E+11,-725233000
06/10/1999,6055.00,4.01346E+12,6.61887E+14,1.06287E+11,-1388067000
07/10/1999,6159.60,4.29973E+12,6.66187E+14,1.06985E+11,-690014000
08/10/1999,6205.70,3.25203E+12,6.69439E+14,1.07509E+11,-165975000
11/10/1999,6212.25,2.79461E+12,6.72233E+14,1.07959E+11,283879000
12/10/1999,6203.85,4.2056E+12,6.76439E+14,1.08636E+11,-394023000
13/10/1999,6126.90,3.55089E+12,6.7999E+14,1.09216E+11,-973580000
14/10/1999,6084.85,4.11937E+12,6.84109E+14,1.09893E+11,-1650568000
15/10/1999,5940.85,3.98259E+12,6.88092E+14,1.10563E+11,-2320942000
18/10/1999,5852.80,2.45726E+12,6.90549E+14,1.10983E+11,-2740786000
19/10/1999,5931.45,4.17346E+12,6.94723E+14,1.11687E+11,-2037170000
20/10/1999,5999.25,4.1366E+12,6.98859E+14,1.12376E+11,-1347651000
21/10/1999,5965.95,5.22765E+12,7.04087E+14,1.13253E+11,-2223898000
22/10/1999,5999.75,4.10517E+12,7.08192E+14,1.13937E+11,-1539674000
25/10/1999,6050.55,4.01822E+12,7.1221E+14,1.14601E+11,-875566000
26/10/1999,6045.75,3.18173E+12,7.15392E+14,1.15127E+11,-1401842000
27/10/1999,6054.55,3.37993E+12,7.18772E+14,1.15685E+11,-843596000
28/10/1999,6078.30,4.88413E+12,7.23656E+14,1.16489E+11,-40061000
29/10/1999,6212.80,4.68846E+12,7.28345E+14,1.17244E+11,714585000
01/11/1999,6265.00,2.78362E+12,7.31128E+14,1.17688E+11,1158898000
02/11/1999,6257.50,3.71098E+12,7.34839E+14,1.18281E+11,565853000
03/11/1999,6265.00,3.8459E+12,7.38685E+14,1.18895E+11,1179724000
04/11/1999,6318.75,4.56372E+12,7.43249E+14,1.19617E+11,1901975000
05/11/1999,6355.60,4.53729E+12,7.47786E+14,1.20331E+11,2615880000
08/11/1999,6368.25,3.13637E+12,7.50922E+14,1.20824E+11,3108381000
09/11/1999,6428.70,4.84746E+12,7.5577E+14,1.21578E+11,3862416000
10/11/1999,6445.90,4.00278E+12,7.59773E+14,1.22199E+11,4483397000
11/11/1999,6499.85,5.05751E+12,7.6483E+14,1.22977E+11,5261493000
12/11/1999,6550.45,5.71366E+12,7.70544E+14,1.23849E+11,6133748000
15/11/1999,6536.35,4.56769E+12,7.75112E+14,1.24548E+11,5434934000
16/11/1999,6560.30,5.56289E+12,7.80674E+14,1.25396E+11,6282896000
17/11/1999,6580.80,7.46805E+12,7.88142E+14,1.26531E+11,7417720000
18/11/1999,6555.25,7.35321E+12,7.95496E+14,1.27652E+11,6295992000
19/11/1999,6524.80,6.78684E+12,8.02283E+14,1.28692E+11,5255831000
22/11/1999,6493.30,4.14184E+12,8.06424E+14,1.2933E+11,4617967000
23/11/1999,6488.95,5.74092E+12,8.12165E+14,1.30215E+11,3733245000
24/11/1999,6531.60,4.84525E+12,8.17011E+14,1.30957E+11,4475061000
25/11/1999,6622.05,5.20223E+12,8.22213E+14,1.31742E+11,5260653000
26/11/1999,6698.75,5.4306E+12,8.27643E+14,1.32553E+11,6071342000
29/11/1999,6709.45,4.04332E+12,8.31687E+14,1.33156E+11,6673972000
30/11/1999,6639.55,5.85282E+12,8.37539E+14,1.34037E+11,5792464000
01/12/1999,6615.55,4.24734E+12,8.41787E+14,1.34679E+11,5150441000
02/12/1999,6658.60,6.2997E+12,8.48087E+14,1.35625E+11,6096541000
03/12/1999,6712.20,6.40582E+12,8.54492E+14,1.3658E+11,7050896000
06/12/1999,6713.25,4.2989E+12,8.58791E+14,1.3722E+11,7691256000
07/12/1999,6694.30,4.88548E+12,8.63677E+14,1.3795E+11,6961459000
08/12/1999,6635.20,6.07991E+12,8.69757E+14,1.38866E+11,6045148000
09/12/1999,6653.70,4.88585E+12,8.74642E+14,1.396E+11,6779454000
10/12/1999,6699.90,5.80792E+12,8.8045E+14,1.40467E+11,7646320000
13/12/1999,6740.20,4.11551E+12,8.84566E+14,1.41078E+11,8256911000
14/12/1999,6699.25,5.52085E+12,8.90087E+14,1.41902E+11,7432812000
15/12/1999,6652.35,5.05752E+12,8.95144E+14,1.42662E+11,6672551000
16/12/1999,6669.45,4.68636E+12,8.99831E+14,1.43365E+11,7375212000
17/12/1999,6701.70,4.28377E+12,9.04114E+14,1.44004E+11,8014418000
20/12/1999,6734.35,2.48771E+12,9.06602E+14,1.44374E+11,8383824000
21/12/1999,6703.40,2.74502E+12,9.09347E+14,1.44783E+11,7974327000
22/12/1999,6720.95,1.75479E+12,9.11102E+14,1.45044E+11,8235420000
23/12/1999,6762.95,1.37376E+12,9.12476E+14,1.45247E+11,8438551000
24/12/1999,6794.30,4.45733E+11,9.12921E+14,1.45313E+11,8504155000
29/12/1999,6830.95,1.12394E+12,9.14045E+14,1.45477E+11,8668691000
30/12/1999,6893.25,6.14616E+11,9.1466E+14,1.45567E+11,8757853000
04/01/2000,6796.55,4.30527E+12,9.18965E+14,1.462E+11,8124404000
05/01/2000,6583.15,4.41225E+12,9.23377E+14,1.4687E+11,7454170000
06/01/2000,6485.85,5.09484E+12,9.28472E+14,1.47656E+11,6668638000
07/01/2000,6485.60,5.7612E+12,9.34234E+14,1.48544E+11,5780332000
10/01/2000,6569.50,4.83157E+12,9.39065E+14,1.4928E+11,6515787000
11/01/2000,6574.45,5.67382E+12,9.44739E+14,1.50143E+11,7378798000
12/01/2000,6501.55,5.07058E+12,9.4981E+14,1.50922E+11,6598894000
13/01/2000,6552.95,5.67375E+12,9.55483E+14,1.51788E+11,7464725000
14/01/2000,6599.15,7.25E+12,9.62733E+14,1.52887E+11,8563351000
17/01/2000,6666.30,6.15614E+12,9.68889E+14,1.5381E+11,9486823000
18/01/2000,6593.70,5.63564E+12,9.74525E+14,1.54665E+11,8632123000
19/01/2000,6470.15,5.58818E+12,9.80113E+14,1.55529E+11,7768437000
20/01/2000,6410.50,6.46287E+12,9.86576E+14,1.56537E+11,6760268000
21/01/2000,6330.90,6.38113E+12,9.92957E+14,1.57545E+11,5752334000
24/01/2000,6413.35,4.31046E+12,9.97268E+14,1.58217E+11,6424441000
25/01/2000,6321.35,5.09077E+12,1.00236E+15,1.59022E+11,5619111000
26/01/2000,6325.20,6.46323E+12,1.00882E+15,1.60044E+11,6640933000
27/01/2000,6413.60,5.23732E+12,1.01406E+15,1.60861E+11,7457529000
28/01/2000,6414.95,5.89038E+12,1.01995E+15,1.61779E+11,8375756000
31/01/2000,6311.20,5.87859E+12,1.02583E+15,1.6271E+11,7444303000
01/02/2000,6299.50,7.65111E+12,1.03348E+15,1.63925E+11,6229744000
02/02/2000,6293.40,8.41321E+12,1.04189E+15,1.65262E+11,4892913000
03/02/2000,6322.55,1.17941E+13,1.05369E+15,1.67127E+11,6758313000
04/02/2000,6268.05,1.44747E+13,1.06816E+15,1.69437E+11,4449026000
07/02/2000,6166.40,7.58935E+12,1.07575E+15,1.70667E+11,3218267000
08/02/2000,6206.50,1.37627E+13,1.08951E+15,1.72885E+11,5435729000
09/02/2000,6361.20,1.17056E+13,1.10122E+15,1.74725E+11,7275878000
10/02/2000,6259.90,1.38878E+13,1.11511E+15,1.76943E+11,5057337000
11/02/2000,6226.55,2.13799E+13,1.13649E+15,1.80377E+11,1623665800
14/02/2000,6112.50,8.74048E+12,1.14523E+15,1.81807E+11,193730800
15/02/2000,6070.10,9.16595E+12,1.15439E+15,1.83317E+11,-1316285200
16/02/2000,6074.95,9.80942E+12,1.1642E+15,1.84932E+11,298447800
17/02/2000,6182.55,9.41201E+12,1.17361E+15,1.86454E+11,1820798800
18/02/2000,6207.75,6.82062E+12,1.18043E+15,1.87553E+11,2919524800
21/02/2000,6111.75,5.86914E+12,1.1863E+15,1.88513E+11,1959220800
22/02/2000,6087.75,1.11426E+13,1.19745E+15,1.90343E+11,128882800
23/02/2000,6091.00,8.49003E+12,1.20594E+15,1.91737E+11,1522746800
24/02/2000,6179.85,7.49738E+12,1.21343E+15,1.92951E+11,2735943800
25/02/2000,6142.35,7.25553E+12,1.22069E+15,1.94132E+11,1554713800
28/02/2000,6162.60,5.70071E+12,1.22639E+15,1.95057E+11,2479762800
29/02/2000,6172.55,6.9238E+12,1.23331E+15,1.96179E+11,3601470800
01/03/2000,6309.95,9.46023E+12,1.24277E+15,1.97678E+11,5100726800
02/03/2000,6380.35,7.17759E+12,1.24995E+15,1.98803E+11,6225678800
03/03/2000,6454.65,7.15041E+12,1.2571E+15,1.99911E+11,7333470800
06/03/2000,6525.15,8.70616E+12,1.26581E+15,2.01245E+11,8667717800
07/03/2000,6516.90,7.59205E+12,1.2734E+15,2.0241E+11,7502738800
08/03/2000,6433.45,8.46244E+12,1.28186E+15,2.03725E+11,6187356800
09/03/2000,6477.70,6.37383E+12,1.28824E+15,2.04709E+11,7171321800
10/03/2000,6587.30,6.62375E+12,1.29486E+15,2.05715E+11,8176855800
13/03/2000,6474.65,5.32846E+12,1.30019E+15,2.06538E+11,7353883800
14/03/2000,6498.40,4.89863E+12,1.30509E+15,2.07291E+11,8107704800
15/03/2000,6441.60,7.71056E+12,1.3128E+15,2.08488E+11,6910709800
16/03/2000,6532.60,8.89415E+12,1.32169E+15,2.0985E+11,8272212800
17/03/2000,6608.60,8.65183E+12,1.33034E+15,2.11159E+11,9581389800
20/03/2000,6588.35,5.03713E+12,1.33538E+15,2.11924E+11,8816838800
21/03/2000,6587.00,7.11351E+12,1.34249E+15,2.13004E+11,7736907800
22/03/2000,6622.00,7.82535E+12,1.35032E+15,2.14185E+11,8918627800
23/03/2000,6578.25,5.63484E+12,1.35596E+15,2.15042E+11,8062040800
24/03/2000,6674.85,7.26327E+12,1.36322E+15,2.1613E+11,9150195800
27/03/2000,6712.40,5.2991E+12,1.36852E+15,2.1692E+11,9939644800
28/03/2000,6679.30,4.85067E+12,1.37337E+15,2.17646E+11,9213420800
29/03/2000,6613.80,5.90397E+12,1.37927E+15,2.18538E+11,8320745800
30/03/2000,6508.65,7.28813E+12,1.38656E+15,2.19658E+11,7200984800
31/03/2000,6471.60,6.59873E+12,1.39316E+15,2.20678E+11,6181340800
03/04/2000,6489.05,6.16395E+12,1.39932E+15,2.21628E+11,7131240800
04/04/2000,6473.40,8.27669E+12,1.4076E+15,2.22906E+11,5852670800
05/04/2000,6355.85,3.60129E+12,1.4112E+15,2.23473E+11,5286060800
06/04/2000,6409.35,6.8489E+12,1.41805E+15,2.24541E+11,6354639800
07/04/2000,6518.70,5.58938E+12,1.42364E+15,2.25399E+11,7212077800
10/04/2000,6545.00,5.34452E+12,1.42898E+15,2.26215E+11,8028658800
11/04/2000,6446.20,7.18498E+12,1.43617E+15,2.2733E+11,6914051800
12/04/2000,6388.55,5.95272E+12,1.44212E+15,2.28262E+11,5982271800
13/04/2000,6325.15,7.00653E+12,1.44913E+15,2.2937E+11,4874545800
14/04/2000,6254.45,6.23225E+12,1.45536E+15,2.30366E+11,3878094800
17/04/2000,6046.65,7.28561E+12,1.46265E+15,2.31571E+11,2673193800
18/04/2000,6017.95,6.11998E+12,1.46877E+15,2.32588E+11,1656239800
19/04/2000,6133.80,7.67507E+12,1.47644E+15,2.33839E+11,2907514800
20/04/2000,6191.25,5.4434E+12,1.48188E+15,2.34718E+11,3786722800
25/04/2000,6234.75,6.41371E+12,1.4883E+15,2.35747E+11,4815425800
26/04/2000,6294.60,6.48993E+12,1.49479E+15,2.36778E+11,5846457800
27/04/2000,6217.05,6.0349E+12,1.50082E+15,2.37749E+11,4875755800
28/04/2000,6260.60,5.52294E+12,1.50635E+15,2.38631E+11,5757930800
02/05/2000,6362.25,6.58917E+12,1.51293E+15,2.39667E+11,6793596800
03/05/2000,6274.75,5.17667E+12,1.51811E+15,2.40492E+11,5968596800
04/05/2000,6196.95,5.62039E+12,1.52373E+15,2.41399E+11,5061636800
05/05/2000,6229.20,5.26538E+12,1.529E+15,2.42244E+11,5906910800
08/05/2000,6236.85,3.76363E+12,1.53276E+15,2.42847E+11,6510360800
09/05/2000,6178.00,5.57142E+12,1.53833E+15,2.43749E+11,5608544800
10/05/2000,6136.55,7.19045E+12,1.54552E+15,2.44921E+11,4436802800
11/05/2000,6157.55,6.6808E+12,1.5522E+15,2.46006E+11,5521779800
12/05/2000,6262.40,5.44987E+12,1.55765E+15,2.46876E+11,6392031800
15/05/2000,6254.35,4.30579E+12,1.56196E+15,2.47565E+11,5703584800
16/05/2000,6298.40,6.18833E+12,1.56815E+15,2.48547E+11,6686108800
17/05/2000,6255.40,4.38073E+12,1.57253E+15,2.49247E+11,5985797800
18/05/2000,6226.10,4.43261E+12,1.57696E+15,2.49959E+11,5273857800
19/05/2000,6138.35,5.75214E+12,1.58271E+15,2.50896E+11,4336775800
22/05/2000,6061.00,5.43939E+12,1.58815E+15,2.51794E+11,3439334800
23/05/2000,6077.30,4.98304E+12,1.59314E+15,2.52614E+11,4259277800
24/05/2000,6062.35,6.51631E+12,1.59965E+15,2.53689E+11,3184395800
25/05/2000,6176.60,6.37714E+12,1.60603E+15,2.54721E+11,4216863800
26/05/2000,6202.70,4.82721E+12,1.61086E+15,2.55499E+11,4995106800
30/05/2000,6298.30,6.17038E+12,1.61703E+15,2.56479E+11,5974795800
