date,time,time2,y1_lp1,y1_lp2,y1_tp,9_5/8__press__(Psi),y2_dr,Discharge_Total___(bbl),Suction_Rate_ADC1_(bbl/min),Suction_Total_(bbl),y3_pc,Proppant_Conc_40/70_(ppa),Speed_Auger1__(rpm),Speed_Auger2___(rpm),Speed_Auger3__(rpm),Rate_FR_(gal/min),Rate_Cleanup_(gal/min),Total_Pump_Rate_(bbl/min),Rate_VICON-NF_(gal/min),Rate_Encapsulted__(lbs/min),Channel_47_(Units),pump_rate_(Units),y2_tr,comment1,comment2,
6/11/16,0:20:18,0,22.725107,-4.786928,17.492796,1343.606201,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:19,0.02,22.759596,-4.314373,17.8057,1343.458862,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:20,0.03,22.612183,-4.641184,18.578644,1343.365967,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:21,0.05,22.654182,-4.467348,18.250164,1342.511475,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,Beginning Job,,
6/11/16,0:20:22,0.07,22.74263,-4.567478,18.047958,1341.773804,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:23,0.08,22.854719,-4.578603,18.100803,1341.341064,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:24,0.1,22.891989,-5.157128,17.109245,1341.096313,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:25,0.12,22.006956,-5.58546,17.405182,1340.871582,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:26,0.13,21.825611,-5.831889,17.330919,1341.201416,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:27,0.15,21.738276,-5.761799,17.02636,1340.518311,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:28,0.17,22.162157,-6.155641,16.818869,1340.30249,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:29,0.18,22.094849,-6.292206,16.967951,1339.660034,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:30,0.2,21.531342,-5.79295,17.595985,1339.243408,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:31,0.22,21.561937,-5.775427,17.056398,1338.669312,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:32,0.23,20.973398,-5.329852,17.9342,1338.457397,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:33,0.25,21.051277,-5.66,17.520609,1338.406128,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:34,0.27,20.899414,-5.485331,17.392389,1338.319946,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:35,0.28,21.163366,-5.619114,17.587919,1337.869873,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:36,0.3,21.27796,-5.257814,17.80125,1337.273071,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:37,0.32,21.155579,-5.376301,17.129549,1337.13562,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:38,0.33,21.094389,-5.888351,17.143456,1336.908081,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:39,0.35,21.30327,-5.868882,17.448015,1336.619385,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:40,0.37,21.627855,-5.497012,16.739601,1336.303955,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:41,0.38,21.882072,-5.775149,16.35132,1335.565796,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:42,0.4,21.759415,-5.949542,16.796062,1335.471802,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:43,0.42,21.186174,-5.934522,17.070305,1335.04187,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:44,0.43,20.712229,-6.08555,17.232738,1334.44165,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:45,0.45,20.677462,-5.760686,17.229401,1333.933716,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:46,0.47,20.517811,-5.331799,17.803753,1333.559937,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:47,0.48,20.006037,-4.642018,18.096075,1333.049805,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:48,0.5,19.746813,-4.76718,17.782337,1333.23999,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:49,0.52,20.057772,-4.870925,17.959789,1332.827271,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:50,0.53,20.686918,-5.106229,18.137796,1333.129395,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:51,0.55,21.142506,-5.372963,18.268799,1332.591431,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:52,0.57,21.618956,-5.654994,18.422331,1332.098022,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:53,0.58,21.327467,-5.882232,18.151981,1331.747559,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:54,0.6,21.550255,-6.03938,18.128897,1330.716797,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:55,0.62,21.677364,-6.003778,17.903326,1330.420898,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:56,0.63,20.962551,-5.93035,17.963125,1329.784424,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:57,0.65,21.044601,-5.544574,18.226522,1329.758301,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:58,0.67,21.388102,-5.588798,17.915565,1329.138062,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:20:59,0.68,21.655947,-5.629683,17.51755,1328.694702,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:00,0.7,22.363808,-5.624955,17.675531,1328.873291,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:01,0.72,22.431116,-5.566824,17.943378,1328.404297,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:02,0.73,22.789913,-5.626068,17.214102,1328.671875,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:03,0.75,23.267475,-5.803519,17.080597,1327.855835,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:04,0.77,23.163174,-5.745945,17.100622,1327.695679,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:05,0.78,22.74124,-6.478837,17.495022,1328.191284,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:06,0.8,22.722326,-6.362297,17.049168,1327.817993,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:07,0.82,22.569349,-6.490518,17.113417,1327.422485,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:08,0.83,22.437792,-6.414309,16.705946,1326.527466,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:10,0.85,22.211666,-5.938416,17.07114,1326.215454,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:11,0.87,22.561285,-5.367678,16.638914,1325.755981,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:12,0.88,21.919065,-5.231947,16.298754,1325.03833,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:13,0.9,21.88986,-5.172426,16.598307,1324.579468,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:14,0.92,21.704344,-4.974392,17.006891,1324.229004,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:15,0.93,21.771652,-4.753273,17.626303,1323.949097,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:16,0.95,21.783056,-5.372963,17.574568,1323.78833,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:17,0.97,22.462545,-5.745945,17.800694,1323.39624,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:18,0.98,22.478121,-5.67502,17.708075,1322.890503,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:19,1,21.801136,-5.477542,17.338709,1322.492798,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:20,1.02,22.038942,-5.334024,17.385714,1322.45105,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:21,1.03,22.297888,-4.954645,17.626858,1320.768921,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:22,1.05,22.681162,-5.124587,17.215216,1319.737549,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:23,1.07,22.500093,-3.779793,17.197414,1319.679199,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:24,1.08,22.325979,-3.824295,16.870604,1319.442261,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:25,1.1,22.193031,-3.864347,17.171825,1319.424438,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:26,1.12,22.139906,-4.459838,16.953766,1319.111206,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:27,1.13,22.355185,-4.865363,17.094225,1318.697388,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:28,1.15,22.492306,-4.825033,17.575682,1318.626221,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:29,1.17,22.30818,-4.792768,17.274736,1318.284668,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:30,1.18,21.996944,-5.063118,17.388216,1317.588135,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:31,1.2,21.261827,-4.370556,17.715027,1316.367188,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:32,1.22,21.142784,-4.825033,17.961735,1316.306519,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:33,1.23,21.539408,-4.704321,17.694445,1315.789185,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:34,1.25,21.264887,-4.939625,17.317291,1315.450928,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:35,1.27,21.267946,-4.778306,17.383209,1314.72229,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:36,1.28,21.409241,-4.346637,18.119995,1314.726685,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:37,1.3,21.927132,-5.169366,17.473049,1314.159302,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:38,1.32,21.706013,-5.02112,17.521723,1314.300049,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:39,1.33,21.772766,-5.520654,17.055286,1314.026855,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:40,1.35,21.4212,-5.631074,17.251373,1313.453979,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:41,1.37,21.563606,-5.906986,17.101734,1313.250366,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:42,1.38,21.229284,-5.39577,17.413248,1313.16687,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:43,1.4,21.516045,-6.031592,17.383209,1312.958862,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:44,1.42,20.758121,-6.08416,17.163481,1312.075439,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:45,1.43,20.822371,-5.81687,17.408798,1311.999878,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:46,1.45,20.615715,-5.451676,17.036373,1311.824097,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:47,1.47,20.454117,-5.589632,16.590519,1312.064941,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:48,1.48,20.540339,-5.386035,16.939859,1311.470215,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:49,1.5,20.475533,-5.312329,18.153372,1310.407715,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:50,1.52,20.279446,-5.243073,26.956137,1310.338745,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:51,1.53,20.970896,-5.721747,369.607849,1309.759155,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:52,1.55,21.340818,-5.884736,1342.485962,1309.954956,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:53,1.57,21.288807,-5.824936,2270.668213,1310.101318,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:54,1.58,21.846472,-5.296475,2968.522705,1310.397217,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:55,1.6,21.683483,-6.044664,3567.391113,1310.168579,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:56,1.62,21.57362,-6.053287,4084.714844,1309.518311,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:57,1.63,21.553038,-6.285531,4577.649414,1309.460938,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:58,1.65,21.725204,-6.680208,4930.573242,1310.179077,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:21:59,1.67,21.829227,-6.860719,5227.908691,1311.456299,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:00,1.68,21.706291,-6.89493,5478.502441,1311.990356,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:01,1.7,21.513264,-7.064872,5699.745605,1312.7146,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:02,1.72,21.640371,-6.72026,5848.459473,1312.897095,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:03,1.73,21.658451,-6.947219,5966.491211,1313.429443,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:04,1.75,21.956614,-6.362854,6099.970215,1313.043335,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:05,1.77,21.832287,-6.857103,6205.466309,1313.557373,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:06,1.78,21.938257,-6.698287,6298.769531,1313.809326,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:07,1.8,21.480999,-6.931366,6393.599609,1313.798218,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:08,1.82,20.938631,-7.535758,6470.439941,1314.215454,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:09,1.83,21.205643,-7.205331,6538.699219,1313.904541,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:10,1.85,21.626743,-7.255674,6595.094238,1313.655273,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:11,1.87,21.343878,-6.343106,6634.149414,1313.442261,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:12,1.88,20.903585,-6.064968,6665.441895,1313.65979,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:13,1.9,21.313004,-6.651003,6685.11084,1313.544067,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:14,1.92,21.195074,-6.390945,6696.124023,1313.847168,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:15,1.93,21.625631,-6.098067,6701.50293,1314.488037,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:16,1.95,21.751905,-5.925066,6713.092285,1314.568726,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:17,1.97,21.820326,-5.723138,6727.116211,1314.509155,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:18,1.98,21.739666,-5.818539,6743.349609,1315.059326,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:19,2,21.806419,-5.57044,6759.642578,1315.024292,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:20,2.02,21.364182,-5.209418,6777.584961,1314.740601,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:21,2.03,21.449848,-4.624218,6796.284668,1315.142212,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:22,2.05,21.814486,-4.428409,6805.655273,1315.404785,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:23,2.07,22.337383,-4.56859,6810.668457,1315.148315,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:24,2.08,22.310125,-4.325498,6813.470215,1315.177856,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:25,2.1,22.089285,-4.092141,6813.282227,1315.50769,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:26,2.12,21.627577,-3.992846,6809.711914,1315.704102,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:27,2.13,21.606161,-4.290453,6804.851074,1316.691406,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:28,2.15,21.265444,-4.302969,6803.354492,1316.165771,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:29,2.17,20.865759,-4.542723,6806.184082,1316.911743,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:30,2.18,20.603754,-5.267827,6808.878418,1316.98291,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:31,2.2,20.632959,-4.837549,6812.154785,1317.007446,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:32,2.22,20.879667,-4.851734,6818.469727,1317.305542,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:33,2.23,20.833496,-5.271999,6825.784668,1317.437988,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:34,2.25,21.38393,-5.656385,6829.747559,1317.378418,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:35,2.27,21.387823,-5.549302,6830.382812,1317.178223,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:36,2.28,21.521606,-5.753733,6828.736328,1316.927246,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:37,2.3,22.058968,-5.823545,6826.421387,1317.110352,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:38,2.32,22.058691,-5.892245,6824.192871,1317.759521,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:39,2.33,23.237436,-5.93035,6819.780273,1317.848999,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:40,2.35,22.940664,-5.813254,6818.928223,1317.685547,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:41,2.37,22.740683,-5.646928,6819.40332,1317.432983,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:42,2.38,22.760153,-5.612161,6820.935059,1317.487427,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:43,2.4,22.646116,-6.023248,6823.228027,1317.535889,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:44,2.42,22.993788,-6.256883,6826.502441,1317.371704,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:45,2.43,22.688393,-6.433222,6829.594238,1316.945068,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:46,2.45,23.155663,-7.070991,6832.806152,1316.929565,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:47,2.47,23.198219,-7.498765,6831.312988,1316.78772,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:48,2.48,23.288336,-7.623649,6830.27832,1316.684204,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:49,2.5,23.908859,-7.460383,6829.42041,1316.576904,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:50,2.52,23.582325,-7.35024,6826.775879,1316.82605,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:51,2.53,22.869738,-7.020092,6824.039062,1316.769897,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:52,2.55,23.450489,-6.809264,6823.439453,1316.572388,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:53,2.57,22.707863,-6.811211,6823.995605,1316.535156,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:54,2.58,22.217506,-6.806482,6823.40625,1316.72644,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
6/11/16,0:22:55,2.6,22.367979,-6.61874,6825.019531,1316.862793,0,0,0,0,0,0,0,0,0,0,0,7,0,-2.26E-11,0,-3.65E-13,0,,,
